PERSONID,EDUC,LOGWAGE,POTEXPER,TIMETRND,ABILITY,MOTHERED,FATHERED,BRKNHOME,SIBLINGS 
1708,12,1.23,11,9,0.02,12,5,0,2
1708,12,0.9,13,11,0.02,12,5,0,2
1708,12,1.27,14,12,0.02,12,5,0,2
1708,12,1.66,16,14,0.02,12,5,0,2
1709,12,1.73,2,3,0.46,12,6,0,2
1709,12,1.73,3,4,0.46,12,6,0,2
1709,12,1.65,4,5,0.46,12,6,0,2
1709,12,1.74,5,6,0.46,12,6,0,2
1709,12,1.71,6,7,0.46,12,6,0,2
1709,12,1.69,7,8,0.46,12,6,0,2
1709,12,2.08,9,10,0.46,12,6,0,2
1709,12,2.03,10,11,0.46,12,6,0,2
1709,12,2.25,11,12,0.46,12,6,0,2
1709,12,2.33,12,13,0.46,12,6,0,2
1709,12,2.2,13,14,0.46,12,6,0,2
1710,12,1.98,2,0,-1.02,12,12,0,3
1710,12,1.9,3,1,-1.02,12,12,0,3
1710,12,2.31,11,9,-1.02,12,12,0,3
1710,12,2.35,12,10,-1.02,12,12,0,3
1710,12,2.7,13,11,-1.02,12,12,0,3
1710,12,2.91,14,12,-1.02,12,12,0,3
1710,12,2.82,15,13,-1.02,12,12,0,3
1710,12,2.82,16,14,-1.02,12,12,0,3
1711,13,1.87,6,9,0.1,12,16,0,1
1711,13,2.31,7,10,0.1,12,16,0,1
1711,13,1.94,8,11,0.1,12,16,0,1
1711,13,1.7,9,12,0.1,12,16,0,1
1711,13,1.84,10,13,0.1,12,16,0,1
1711,13,2.42,11,14,0.1,12,16,0,1
1712,12,1.88,3,5,-0.26,10,11,0,0
1712,12,1.6,4,6,-0.26,10,11,0,0
1712,12,1.38,5,7,-0.26,10,11,0,0
1712,12,1.92,6,8,-0.26,10,11,0,0
1712,12,1.69,7,9,-0.26,10,11,0,0
1712,12,1.96,8,10,-0.26,10,11,0,0
1712,12,2.2,9,11,-0.26,10,11,0,0
1712,12,2.41,10,12,-0.26,10,11,0,0
1712,12,2.97,11,13,-0.26,10,11,0,0
1712,12,2.13,12,14,-0.26,10,11,0,0
1713,13,2.1,1,4,1.09,12,10,0,2
1713,14,1.96,1,5,1.09,12,10,0,2
1713,14,2.08,2,6,1.09,12,10,0,2
1713,14,2.17,3,7,1.09,12,10,0,2
1713,14,2.54,4,8,1.09,12,10,0,2
1713,14,2.56,5,9,1.09,12,10,0,2
1713,14,2.65,6,10,1.09,12,10,0,2
1713,15,2.53,6,11,1.09,12,10,0,2
1713,15,2.48,8,13,1.09,12,10,0,2
1713,15,1.18,9,14,1.09,12,10,0,2
1714,11,2.01,5,0,-1.08,11,11,0,4
1714,11,1.74,6,1,-1.08,11,11,0,4
1714,11,1.79,7,2,-1.08,11,11,0,4
1714,11,2.11,8,3,-1.08,11,11,0,4
1714,11,1.98,9,4,-1.08,11,11,0,4
1715,15,2.4,4,5,1.38,12,4,0,5
1715,15,2.38,5,6,1.38,12,4,0,5
1715,15,2.55,6,7,1.38,12,4,0,5
1715,15,2.72,7,8,1.38,12,4,0,5
1715,15,2.81,8,9,1.38,12,4,0,5
1715,15,2.87,9,10,1.38,12,4,0,5
1715,15,2.93,10,11,1.38,12,4,0,5
1715,15,2.93,11,12,1.38,12,4,0,5
1715,15,2.99,12,13,1.38,12,4,0,5
1715,15,3.05,13,14,1.38,12,4,0,5
1716,12,1.83,11,14,0.12,11,8,0,4
1717,9,1.93,4,1,-1.26,8,8,0,4
1717,9,2.08,5,2,-1.26,8,8,0,4
1717,9,2.17,6,3,-1.26,8,8,0,4
1717,9,2.01,7,4,-1.26,8,8,0,4
1717,9,1.79,8,5,-1.26,8,8,0,4
1717,9,1.84,9,6,-1.26,8,8,0,4
1717,9,1.71,10,7,-1.26,8,8,0,4
1717,9,1.66,11,8,-1.26,8,8,0,4
1717,9,1.96,13,10,-1.26,8,8,0,4
1717,9,1.9,14,11,-1.26,8,8,0,4
1717,9,1.84,15,12,-1.26,8,8,0,4
1717,9,2.19,16,13,-1.26,8,8,0,4
1717,9,2.15,17,14,-1.26,8,8,0,4
1718,11,1.87,2,0,1.09,12,6,0,2
1718,12,1.85,3,2,1.09,12,6,0,2
1718,12,1.79,4,3,1.09,12,6,0,2
1718,12,1.76,5,4,1.09,12,6,0,2
1718,12,1.47,6,5,1.09,12,6,0,2
1718,12,1.72,7,6,1.09,12,6,0,2
1718,12,1.68,8,7,1.09,12,6,0,2
1718,12,1.63,9,8,1.09,12,6,0,2
1718,12,1.75,10,9,1.09,12,6,0,2
1718,12,1.78,11,10,1.09,12,6,0,2
1718,12,1.57,12,11,1.09,12,6,0,2
1718,12,1.91,13,12,1.09,12,6,0,2
1718,12,1.99,14,13,1.09,12,6,0,2
1718,12,2.04,15,14,1.09,12,6,0,2
1719,9,1.8,9,4,-2.52,8,8,0,1
1719,9,1.54,10,5,-2.52,8,8,0,1
1719,9,1.6,11,6,-2.52,8,8,0,1
1719,9,1.72,12,7,-2.52,8,8,0,1
1719,9,1.65,13,8,-2.52,8,8,0,1
1719,9,1.63,14,9,-2.52,8,8,0,1
1719,9,1.59,15,10,-2.52,8,8,0,1
1719,9,2.18,16,11,-2.52,8,8,0,1
1719,9,1.37,17,12,-2.52,8,8,0,1
1719,9,1.85,18,13,-2.52,8,8,0,1
1719,9,1.67,19,14,-2.52,8,8,0,1
1720,10,1.78,3,0,-1.33,7,7,0,4
1720,10,1.81,4,1,-1.33,7,7,0,4
1720,10,2.19,5,2,-1.33,7,7,0,4
1720,10,2.1,6,3,-1.33,7,7,0,4
1720,10,2.24,7,4,-1.33,7,7,0,4
1720,10,2.24,8,5,-1.33,7,7,0,4
1720,10,2.35,9,6,-1.33,7,7,0,4
1720,10,2.43,10,7,-1.33,7,7,0,4
1720,10,2.66,11,8,-1.33,7,7,0,4
1720,10,2.69,12,9,-1.33,7,7,0,4
1720,10,2.46,13,10,-1.33,7,7,0,4
1720,10,2.69,14,11,-1.33,7,7,0,4
1720,10,2.24,15,12,-1.33,7,7,0,4
1720,10,2,17,14,-1.33,7,7,0,4
1721,12,2.23,4,0,0.45,8,8,0,11
1721,12,1.94,5,1,0.45,8,8,0,11
1721,12,2.26,6,2,0.45,8,8,0,11
1721,12,2.14,7,3,0.45,8,8,0,11
1721,12,2.24,8,4,0.45,8,8,0,11
1721,12,2.47,9,5,0.45,8,8,0,11
1721,12,2.71,10,6,0.45,8,8,0,11
1721,12,2.9,11,7,0.45,8,8,0,11
1721,12,3.05,12,8,0.45,8,8,0,11
1721,12,2.83,13,9,0.45,8,8,0,11
1721,12,2.73,14,10,0.45,8,8,0,11
1721,12,2.66,15,11,0.45,8,8,0,11
1721,12,2.91,16,12,0.45,8,8,0,11
1721,12,3.07,17,13,0.45,8,8,0,11
1721,12,2.92,18,14,0.45,8,8,0,11
1722,10,1.88,3,2,-1.05,9,9,0,8
1723,13,2.31,2,5,-0.39,12,12,0,1
1723,13,1.66,3,6,-0.39,12,12,0,1
1723,13,1.84,4,7,-0.39,12,12,0,1
1723,13,2.09,5,8,-0.39,12,12,0,1
1723,13,2.27,7,10,-0.39,12,12,0,1
1723,13,2.44,8,11,-0.39,12,12,0,1
1723,13,2.77,9,12,-0.39,12,12,0,1
1723,13,2.46,10,13,-0.39,12,12,0,1
1723,13,2.35,11,14,-0.39,12,12,0,1
1724,12,1.81,6,1,-0.72,12,6,0,2
1724,12,1.64,7,2,-0.72,12,6,0,2
1724,12,1.49,8,3,-0.72,12,6,0,2
1724,12,1.45,9,4,-0.72,12,6,0,2
1724,12,1.43,10,5,-0.72,12,6,0,2
1724,12,1.56,13,8,-0.72,12,6,0,2
1724,12,1.92,14,9,-0.72,12,6,0,2
1724,12,2.03,15,10,-0.72,12,6,0,2
1724,12,1.97,16,11,-0.72,12,6,0,2
1724,12,1.93,17,12,-0.72,12,6,0,2
1724,12,1.9,18,13,-0.72,12,6,0,2
1725,11,1.74,2,1,0.68,12,8,0,2
1725,16,2.08,4,8,0.68,12,8,0,2
1725,16,2.18,5,9,0.68,12,8,0,2
1725,16,2.29,6,10,0.68,12,8,0,2
1725,16,2.45,7,11,0.68,12,8,0,2
1725,16,2.32,8,12,0.68,12,8,0,2
1725,16,2.85,9,13,0.68,12,8,0,2
1725,16,2.92,10,14,0.68,12,8,0,2
1726,10,2.25,4,0,-0.26,9,6,0,3
1726,10,1.95,5,1,-0.26,9,6,0,3
1726,10,1.68,6,2,-0.26,9,6,0,3
1726,10,1.85,7,3,-0.26,9,6,0,3
1726,10,1.51,8,4,-0.26,9,6,0,3
1726,10,1.87,9,5,-0.26,9,6,0,3
1726,10,1.58,10,6,-0.26,9,6,0,3
1726,10,1.91,11,7,-0.26,9,6,0,3
1726,10,2.24,12,8,-0.26,9,6,0,3
1726,10,2.03,13,9,-0.26,9,6,0,3
1726,10,2.06,14,10,-0.26,9,6,0,3
1726,10,2.2,15,11,-0.26,9,6,0,3
1726,10,2.07,16,12,-0.26,9,6,0,3
1726,10,2.24,17,13,-0.26,9,6,0,3
1726,10,2.17,18,14,-0.26,9,6,0,3
1727,9,1.62,7,7,-2.02,6,11,0,3
1727,9,2.12,10,10,-2.02,6,11,0,3
1727,9,1.93,11,11,-2.02,6,11,0,3
1727,9,2.26,12,12,-2.02,6,11,0,3
1727,9,2.21,13,13,-2.02,6,11,0,3
1727,9,2.15,14,14,-2.02,6,11,0,3
1728,12,1.5,3,3,-2.42,6,3,0,3
1728,12,0.71,6,6,-2.42,6,3,0,3
1728,12,1.8,8,8,-2.42,6,3,0,3
1728,12,2.07,9,9,-2.42,6,3,0,3
1728,12,2.29,10,10,-2.42,6,3,0,3
1728,12,2.14,11,11,-2.42,6,3,0,3
1728,12,2.3,12,12,-2.42,6,3,0,3
1728,12,2.23,13,13,-2.42,6,3,0,3
1728,12,2.16,14,14,-2.42,6,3,0,3
1729,16,1.95,2,6,1.21,12,12,0,4
1729,16,2.01,3,7,1.21,12,12,0,4
1729,16,2.19,4,8,1.21,12,12,0,4
1729,16,2.21,5,9,1.21,12,12,0,4
1729,16,2.32,6,10,1.21,12,12,0,4
1729,16,2.17,7,11,1.21,12,12,0,4
1729,16,2.48,8,12,1.21,12,12,0,4
1729,16,2.67,9,13,1.21,12,12,0,4
1729,16,2.86,10,14,1.21,12,12,0,4
1730,12,2.32,5,1,-0.11,11,8,0,5
1730,12,2.19,7,3,-0.11,11,8,0,5
1730,12,2.15,8,4,-0.11,11,8,0,5
1730,12,2.18,9,5,-0.11,11,8,0,5
1730,12,2.2,10,6,-0.11,11,8,0,5
1730,12,2.21,11,7,-0.11,11,8,0,5
1730,12,2.23,12,8,-0.11,11,8,0,5
1730,12,2.19,13,9,-0.11,11,8,0,5
1730,12,2.22,14,10,-0.11,11,8,0,5
1730,12,2.12,15,11,-0.11,11,8,0,5
1730,12,2.03,16,12,-0.11,11,8,0,5
1730,12,2.22,17,13,-0.11,11,8,0,5
1730,12,2.28,18,14,-0.11,11,8,0,5
1731,12,2.01,3,3,-0.25,10,12,0,3
1731,12,2.21,4,4,-0.25,10,12,0,3
1731,12,2,5,5,-0.25,10,12,0,3
1731,12,2.13,6,6,-0.25,10,12,0,3
1731,12,2.22,8,8,-0.25,10,12,0,3
1731,12,2.28,9,9,-0.25,10,12,0,3
1731,12,2.62,10,10,-0.25,10,12,0,3
1731,12,2.21,11,11,-0.25,10,12,0,3
1731,12,2.37,12,12,-0.25,10,12,0,3
1731,12,2.7,13,13,-0.25,10,12,0,3
1731,12,2.7,14,14,-0.25,10,12,0,3
1732,9,1.85,7,6,-0.7,10,12,0,3
1732,9,1.81,8,7,-0.7,10,12,0,3
1732,9,2.1,9,8,-0.7,10,12,0,3
1732,9,2.27,10,9,-0.7,10,12,0,3
1732,9,2.13,11,10,-0.7,10,12,0,3
1732,9,2.08,12,11,-0.7,10,12,0,3
1732,9,2.11,13,12,-0.7,10,12,0,3
1732,9,1.81,14,13,-0.7,10,12,0,3
1732,9,2.18,15,14,-0.7,10,12,0,3
1733,12,1.69,2,4,-0.44,12,6,0,0
1733,12,0.64,3,5,-0.44,12,6,0,0
1733,12,1.3,4,6,-0.44,12,6,0,0
1733,12,1.56,5,7,-0.44,12,6,0,0
1733,12,1.41,6,8,-0.44,12,6,0,0
1733,12,1.84,7,9,-0.44,12,6,0,0
1733,12,2.07,8,10,-0.44,12,6,0,0
1733,12,1.97,9,11,-0.44,12,6,0,0
1733,12,2.31,10,12,-0.44,12,6,0,0
1733,12,2.28,11,13,-0.44,12,6,0,0
1733,12,2.26,12,14,-0.44,12,6,0,0
1734,12,2.02,2,2,-0.31,12,9,0,1
1734,12,2.01,3,3,-0.31,12,9,0,1
1734,12,2.24,5,5,-0.31,12,9,0,1
1734,12,2.14,6,6,-0.31,12,9,0,1
1734,12,2.26,7,7,-0.31,12,9,0,1
1734,12,2.39,8,8,-0.31,12,9,0,1
1734,12,2.56,9,9,-0.31,12,9,0,1
1734,12,2.55,10,10,-0.31,12,9,0,1
1734,12,2.44,11,11,-0.31,12,9,0,1
1734,12,2.73,12,12,-0.31,12,9,0,1
1734,12,2.7,13,13,-0.31,12,9,0,1
1734,12,2.67,14,14,-0.31,12,9,0,1
1735,12,1.76,5,1,0.75,12,12,0,3
1735,12,1.94,8,4,0.75,12,12,0,3
1735,12,2.02,9,5,0.75,12,12,0,3
1735,12,2.12,10,6,0.75,12,12,0,3
1735,12,2.16,11,7,0.75,12,12,0,3
1735,12,2.33,12,8,0.75,12,12,0,3
1735,12,2.2,13,9,0.75,12,12,0,3
1735,12,2.3,14,10,0.75,12,12,0,3
1735,12,2.2,15,11,0.75,12,12,0,3
1735,12,2.31,16,12,0.75,12,12,0,3
1735,12,1.55,18,14,0.75,12,12,0,3
1736,9,2.17,9,1,-1.74,12,12,0,4
1736,9,2.6,11,3,-1.74,12,12,0,4
1736,9,1.98,12,4,-1.74,12,12,0,4
1736,9,1.78,13,5,-1.74,12,12,0,4
1736,9,2.13,14,6,-1.74,12,12,0,4
1736,9,2.02,17,9,-1.74,12,12,0,4
1736,9,2,18,10,-1.74,12,12,0,4
1736,9,2.11,19,11,-1.74,12,12,0,4
1736,9,1.28,20,12,-1.74,12,12,0,4
1736,9,2.37,21,13,-1.74,12,12,0,4
1736,9,3.28,22,14,-1.74,12,12,0,4
1737,15,2.16,3,4,0.85,12,16,0,1
1737,15,2.14,4,5,0.85,12,16,0,1
1737,15,1.97,5,6,0.85,12,16,0,1
1737,15,2.2,6,7,0.85,12,16,0,1
1737,15,2.33,7,8,0.85,12,16,0,1
1737,15,2.34,8,9,0.85,12,16,0,1
1737,15,2.29,9,10,0.85,12,16,0,1
1737,15,1.88,11,12,0.85,12,16,0,1
1738,15,2.09,3,4,0.57,12,18,0,2
1738,15,2.25,4,5,0.57,12,18,0,2
1738,16,2.01,4,6,0.57,12,18,0,2
1738,16,2,5,7,0.57,12,18,0,2
1738,16,2,6,8,0.57,12,18,0,2
1738,16,2.1,7,9,0.57,12,18,0,2
1738,16,2.11,8,10,0.57,12,18,0,2
1738,17,2.27,8,11,0.57,12,18,0,2
1738,17,2.42,9,12,0.57,12,18,0,2
1738,17,2.26,10,13,0.57,12,18,0,2
1738,17,2.7,11,14,0.57,12,18,0,2
1739,12,1.82,1,4,-0.13,12,16,0,2
1739,12,1.95,3,6,-0.13,12,16,0,2
1739,12,1.75,4,7,-0.13,12,16,0,2
1739,12,1.97,5,8,-0.13,12,16,0,2
1739,12,2.18,6,9,-0.13,12,16,0,2
1739,12,2.17,7,10,-0.13,12,16,0,2
1739,12,2.14,8,11,-0.13,12,16,0,2
1739,12,2.16,9,12,-0.13,12,16,0,2
1739,12,2.42,10,13,-0.13,12,16,0,2
1740,15,1.79,1,1,0.25,14,14,0,1
1740,15,2.63,2,2,0.25,14,14,0,1
1740,15,2.37,4,4,0.25,14,14,0,1
1740,15,2.52,5,5,0.25,14,14,0,1
1740,15,2.43,6,6,0.25,14,14,0,1
1740,15,2.54,7,7,0.25,14,14,0,1
1740,15,2.44,8,8,0.25,14,14,0,1
1740,15,2.47,9,9,0.25,14,14,0,1
1740,15,2.57,10,10,0.25,14,14,0,1
1740,15,2.52,11,11,0.25,14,14,0,1
1740,15,2.77,12,12,0.25,14,14,0,1
1740,15,2.75,13,13,0.25,14,14,0,1
1740,15,2.86,14,14,0.25,14,14,0,1
1741,9,1.5,4,0,-1.1,8,5,0,2
1741,9,1.56,6,2,-1.1,8,5,0,2
1741,9,1.79,7,3,-1.1,8,5,0,2
1741,9,1.21,8,4,-1.1,8,5,0,2
1742,9,1.82,6,3,-1.48,7,6,0,2
1742,9,1.07,7,4,-1.48,7,6,0,2
1742,9,2.09,10,7,-1.48,7,6,0,2
1742,9,2.21,11,8,-1.48,7,6,0,2
1742,9,2.03,13,10,-1.48,7,6,0,2
1742,9,1.71,15,12,-1.48,7,6,0,2
1742,9,0.54,16,13,-1.48,7,6,0,2
1742,9,2.13,17,14,-1.48,7,6,0,2
1743,9,2.27,11,6,-2.9,9,10,0,3
1743,9,1.94,12,7,-2.9,9,10,0,3
1743,9,1.58,15,10,-2.9,9,10,0,3
1743,9,2.08,16,11,-2.9,9,10,0,3
1743,9,1.85,18,13,-2.9,9,10,0,3
1743,9,1.49,19,14,-2.9,9,10,0,3
1744,11,1.09,1,0,-2.27,9,8,0,1
1744,12,1.2,6,6,-2.27,9,8,0,1
1744,12,0.68,7,7,-2.27,9,8,0,1
1744,12,0.89,8,8,-2.27,9,8,0,1
1744,12,1.33,9,9,-2.27,9,8,0,1
1744,12,1.28,10,10,-2.27,9,8,0,1
1744,12,1.41,11,11,-2.27,9,8,0,1
1744,12,1.24,12,12,-2.27,9,8,0,1
1744,12,1.68,13,13,-2.27,9,8,0,1
1744,12,1.18,14,14,-2.27,9,8,0,1
1745,12,1.33,2,5,-0.23,12,11,0,2
1745,13,0.8,2,6,-0.23,12,11,0,2
1745,13,1.38,5,9,-0.23,12,11,0,2
1745,13,2.03,6,10,-0.23,12,11,0,2
1745,13,2.2,7,11,-0.23,12,11,0,2
1745,14,2.11,7,12,-0.23,12,11,0,2
1746,12,1.45,2,5,-0.62,12,11,0,2
1746,13,2,5,9,-0.62,12,11,0,2
1746,14,1.19,5,10,-0.62,12,11,0,2
1746,15,1.95,5,11,-0.62,12,11,0,2
1746,16,1.81,5,12,-0.62,12,11,0,2
1746,16,2.25,6,13,-0.62,12,11,0,2
1746,16,2.22,7,14,-0.62,12,11,0,2
1747,19,2.96,3,6,1.35,17,18,0,1
1747,19,3.07,4,7,1.35,17,18,0,1
1747,19,3.15,5,8,1.35,17,18,0,1
1747,19,3.25,6,9,1.35,17,18,0,1
1747,19,3.28,7,10,1.35,17,18,0,1
1747,19,3.24,8,11,1.35,17,18,0,1
1747,19,3.37,9,12,1.35,17,18,0,1
1747,19,3.37,10,13,1.35,17,18,0,1
1747,19,3.19,11,14,1.35,17,18,0,1
1748,11,1.74,1,1,0.68,11,12,0,3
1748,11,2.19,8,8,0.68,11,12,0,3
1748,11,2.27,9,9,0.68,11,12,0,3
1748,11,2.39,10,10,0.68,11,12,0,3
1748,11,2.51,11,11,0.68,11,12,0,3
1748,11,2.46,12,12,0.68,11,12,0,3
1748,11,2.48,13,13,0.68,11,12,0,3
1748,11,2.34,14,14,0.68,11,12,0,3
1749,10,1.82,5,3,0.05,12,18,0,2
1749,10,2.2,6,4,0.05,12,18,0,2
1750,13,2.39,6,2,0.44,12,12,1,1
1750,13,2.48,7,3,0.44,12,12,1,1
1750,13,2.74,12,8,0.44,12,12,1,1
1750,13,2.94,13,9,0.44,12,12,1,1
1750,13,2.67,14,10,0.44,12,12,1,1
1750,13,2,15,11,0.44,12,12,1,1
1750,13,2.65,16,12,0.44,12,12,1,1
1750,13,1.79,18,14,0.44,12,12,1,1
1751,15,2.01,4,3,1.09,16,17,0,2
1751,16,2.43,6,6,1.09,16,17,0,2
1751,16,3.47,8,8,1.09,16,17,0,2
1751,16,3.47,9,9,1.09,16,17,0,2
1751,16,3.29,10,10,1.09,16,17,0,2
1751,16,3.62,11,11,1.09,16,17,0,2
1751,16,3.62,12,12,1.09,16,17,0,2
1751,16,3.53,13,13,1.09,16,17,0,2
1751,16,3.57,14,14,1.09,16,17,0,2
1752,15,1.57,3,5,0.56,15,12,0,4
1752,15,1.92,4,6,0.56,15,12,0,4
1752,15,2.3,6,8,0.56,15,12,0,4
1752,15,2.44,7,9,0.56,15,12,0,4
1752,15,2.58,8,10,0.56,15,12,0,4
1752,15,2.59,9,11,0.56,15,12,0,4
1752,15,2.82,10,12,0.56,15,12,0,4
1752,16,2.87,10,13,0.56,15,12,0,4
1752,16,2.88,11,14,0.56,15,12,0,4
1753,12,2.21,2,0,0.73,12,12,0,2
1753,12,2.66,3,1,0.73,12,12,0,2
1753,12,2.38,4,2,0.73,12,12,0,2
1753,12,2.52,5,3,0.73,12,12,0,2
1753,12,2.67,6,4,0.73,12,12,0,2
1753,12,2.59,7,5,0.73,12,12,0,2
1753,12,2.67,8,6,0.73,12,12,0,2
1753,12,2.63,9,7,0.73,12,12,0,2
1753,12,2.64,10,8,0.73,12,12,0,2
1753,12,2.68,11,9,0.73,12,12,0,2
1753,12,2.67,12,10,0.73,12,12,0,2
1753,12,2.72,13,11,0.73,12,12,0,2
1753,12,2.67,14,12,0.73,12,12,0,2
1753,12,2.65,15,13,0.73,12,12,0,2
1753,12,2.97,16,14,0.73,12,12,0,2
1754,14,1.85,3,0,0.25,12,12,0,2
1754,15,2.08,3,1,0.25,12,12,0,2
1754,15,2,4,2,0.25,12,12,0,2
1754,15,2.01,5,3,0.25,12,12,0,2
1754,15,2.2,6,4,0.25,12,12,0,2
1754,15,1.99,7,5,0.25,12,12,0,2
1754,15,1.91,8,6,0.25,12,12,0,2
1754,15,1.85,9,7,0.25,12,12,0,2
1754,15,1.93,11,9,0.25,12,12,0,2
1754,15,2.14,12,10,0.25,12,12,0,2
1754,15,2.16,13,11,0.25,12,12,0,2
1755,15,2.05,1,1,0.47,12,14,0,2
1755,15,2.19,2,2,0.47,12,14,0,2
1755,15,2.31,3,3,0.47,12,14,0,2
1755,15,2.35,4,4,0.47,12,14,0,2
1755,15,2.31,5,5,0.47,12,14,0,2
1755,15,2.34,6,6,0.47,12,14,0,2
1755,15,2.54,8,8,0.47,12,14,0,2
1755,15,2.84,9,9,0.47,12,14,0,2
1755,15,2.97,10,10,0.47,12,14,0,2
1755,15,2.96,11,11,0.47,12,14,0,2
1755,15,2.96,12,12,0.47,12,14,0,2
1755,15,2.94,13,13,0.47,12,14,0,2
1755,15,2.92,14,14,0.47,12,14,0,2
1756,19,4.28,9,12,1.47,12,11,1,0
1756,19,3.84,11,14,1.47,12,11,1,0
1757,12,2.95,4,0,0.41,15,18,0,1
1757,12,2.82,5,1,0.41,15,18,0,1
1757,12,3.13,6,2,0.41,15,18,0,1
1757,12,2.84,7,3,0.41,15,18,0,1
1757,12,3.56,8,4,0.41,15,18,0,1
1757,12,2.75,9,5,0.41,15,18,0,1
1757,12,3.09,15,11,0.41,15,18,0,1
1757,12,3.21,17,13,0.41,15,18,0,1
1757,12,3.05,18,14,0.41,15,18,0,1
1758,12,1.82,6,8,1.5,17,10,0,2
1758,12,2.12,7,9,1.5,17,10,0,2
1758,12,2.32,8,10,1.5,17,10,0,2
1758,12,1.64,11,13,1.5,17,10,0,2
1758,12,2.17,12,14,1.5,17,10,0,2
1759,12,1.92,1,1,0.32,12,12,0,3
1759,12,2.26,2,2,0.32,12,12,0,3
1759,12,2.23,4,4,0.32,12,12,0,3
1759,12,2.24,5,5,0.32,12,12,0,3
1759,12,2.56,6,6,0.32,12,12,0,3
1760,12,2.76,7,10,0.08,12,11,0,1
1760,12,2.82,8,11,0.08,12,11,0,1
1760,12,2.58,9,12,0.08,12,11,0,1
1760,12,2.68,10,13,0.08,12,11,0,1
1760,12,2.96,11,14,0.08,12,11,0,1
1761,13,2.17,5,2,0.4,14,16,0,1
1761,13,2.23,6,3,0.4,14,16,0,1
1761,13,2.45,7,4,0.4,14,16,0,1
1761,13,1.92,10,7,0.4,14,16,0,1
1761,13,1.64,11,8,0.4,14,16,0,1
1761,13,1.89,12,9,0.4,14,16,0,1
1761,13,2.14,17,14,0.4,14,16,0,1
1762,13,2.17,2,1,-0.77,14,12,0,1
1762,13,1.99,3,2,-0.77,14,12,0,1
1762,13,2.54,4,3,-0.77,14,12,0,1
1762,13,2.27,8,7,-0.77,14,12,0,1
1762,13,2.19,9,8,-0.77,14,12,0,1
1762,13,2.22,10,9,-0.77,14,12,0,1
1762,13,2.23,11,10,-0.77,14,12,0,1
1762,13,2.2,12,11,-0.77,14,12,0,1
1762,13,2.16,13,12,-0.77,14,12,0,1
1763,15,1.12,6,5,0.85,12,12,0,4
1763,15,2.14,11,10,0.85,12,12,0,4
1763,15,2.36,12,11,0.85,12,12,0,4
1763,15,2.24,14,13,0.85,12,12,0,4
1764,11,2.17,5,1,-0.32,9,6,1,2
1764,11,1.95,13,9,-0.32,9,6,1,2
1764,11,1.88,14,10,-0.32,9,6,1,2
1764,11,1.96,15,11,-0.32,9,6,1,2
1764,11,1.79,16,12,-0.32,9,6,1,2
1764,11,2.07,17,13,-0.32,9,6,1,2
1765,9,1.65,5,3,1.24,12,14,1,3
1765,9,1.87,6,4,1.24,12,14,1,3
1765,9,1.84,7,5,1.24,12,14,1,3
1765,9,1.75,8,6,1.24,12,14,1,3
1766,12,2.48,4,0,-0.11,10,8,0,6
1766,12,2.43,5,1,-0.11,10,8,0,6
1766,12,1.94,6,2,-0.11,10,8,0,6
1766,12,2.13,8,4,-0.11,10,8,0,6
1766,12,2.39,9,5,-0.11,10,8,0,6
1766,12,2.37,10,6,-0.11,10,8,0,6
1766,12,2.8,11,7,-0.11,10,8,0,6
1766,12,2.73,12,8,-0.11,10,8,0,6
1766,12,2.76,13,9,-0.11,10,8,0,6
1766,12,2.64,14,10,-0.11,10,8,0,6
1766,12,2.63,15,11,-0.11,10,8,0,6
1766,12,2.58,16,12,-0.11,10,8,0,6
1766,12,2.56,17,13,-0.11,10,8,0,6
1766,12,2.53,18,14,-0.11,10,8,0,6
1767,13,2.41,2,0,1.31,14,13,0,2
1767,13,2.46,3,1,1.31,14,13,0,2
1767,13,2.51,4,2,1.31,14,13,0,2
1767,13,2.7,5,3,1.31,14,13,0,2
1767,13,2.58,8,6,1.31,14,13,0,2
1767,13,2.65,9,7,1.31,14,13,0,2
1767,13,2.71,10,8,1.31,14,13,0,2
1767,13,2.8,11,9,1.31,14,13,0,2
1767,13,2.85,12,10,1.31,14,13,0,2
1767,13,3.08,13,11,1.31,14,13,0,2
1767,13,3.22,14,12,1.31,14,13,0,2
1767,13,3.24,15,13,1.31,14,13,0,2
1767,13,3.14,16,14,1.31,14,13,0,2
1768,12,2.76,2,1,1.1,12,6,0,1
1768,12,1.9,3,2,1.1,12,6,0,1
1768,12,2.68,8,7,1.1,12,6,0,1
1768,12,3.5,10,9,1.1,12,6,0,1
1768,12,2.32,13,12,1.1,12,6,0,1
1769,12,2.63,2,0,0.46,12,10,0,4
1769,12,2.39,3,1,0.46,12,10,0,4
1769,12,2.48,4,2,0.46,12,10,0,4
1769,12,2.58,5,3,0.46,12,10,0,4
1769,12,2.62,6,4,0.46,12,10,0,4
1769,12,2.67,7,5,0.46,12,10,0,4
1769,12,2.08,8,6,0.46,12,10,0,4
1769,12,1.98,9,7,0.46,12,10,0,4
1769,13,2.14,9,8,0.46,12,10,0,4
1769,13,2.2,10,9,0.46,12,10,0,4
1769,13,2.66,11,10,0.46,12,10,0,4
1769,13,2.62,12,11,0.46,12,10,0,4
1769,13,2.57,13,12,0.46,12,10,0,4
1769,13,2.83,14,13,0.46,12,10,0,4
1769,13,1.81,15,14,0.46,12,10,0,4
